家居 	 给 人 带来 不 一样 的 视觉效果 ( 图 ) 这种 两边 纤薄 的 沙发 ， 给 人 带来 不 一样 的 视觉效果 ， 配 上 两个 传统 的 鸡尾酒 小桌 ， 增加 了 空间 的 实用 功能性 。 墙面 的 空间 ， 用 一组 别致 的 瓷器 作为 展示 ， 聚集 了 整个 空间 的 焦点 。 
 家居 	 百变 楼阁 打造 空中 浪漫 ( 组图 ) 在 “ 寸土寸金 ” 的 年代 ， 如何 充分利用 室内空间 是 一门 学问 。 如果 你 幸运地 拥有 了 一间 “ 空中 小 阁楼 ” ， 那么 怎样才能 利用 好 这块 宝贵 的 空间 呢 ？ 也许 以下 几个 方案 会 给 你 带来 灵感 。 如今 ， 在 客厅 里 为 自己 准备 一套 “ 家庭影院 ” 已经 并 不 稀奇 了 。 利用 阁楼 空间 ， 为 自己 和 家人 打造 一个 “ 高高在上 ” 的 “ 私人 电影院 ” 才 叫 时尚 。 一面 墙 的 宽大 屏幕 ， 几把 舒适 柔软 的 沙发 ， 一 满桌 的 零食 冷饮 。 当 窗帘 放下 ， 灯光 熄灭 ， 一家人 满怀 期待 地 注视 着 银幕 ， 此时 的 观赏 感受 是 任何 高档 电影院 都 提供 不了 的 。 为了 增加 些 家庭 的 乐趣 ， 你 还 可以 在 电影 “ 放映 ” 前 自己 动手 画 一幅 “ 宣传 海报 ” 贴 在 餐厅 的 墙上 ， 或是 画 几张 “ 电影票 ” 送给 家 人们 。 
 家居 	 皇家 最 出名 的 花卉 图案 ( 图 ) 虽然 皇家 哥本哈根 最 出名 的 是 那些 绘制 生动 的 花卉 图案 ， 不过 这 款 日式 餐具 干净 、 纯粹 ， 没有 任何 点缀   图案 ， 它 只是 使用 了 圆润 的 餐具 造型 ， 不 同色系 的 酒杯 和 水杯 来 衬托 食物 和 饮料 ， 一派 简洁 优雅 的 日本 风情 。 
 家居 	 盛装 绿叶 扮美 夏日 ( 组图 ) 叶蔓 餐巾 环用 藤蔓 植物 做成 餐巾 环会 给 聚餐 的 人 带来 轻松 好 心情 ！ 要 选择 弹性 好 、 韧性 强 的 枝条 ， 这样 即使 在 餐巾 上系 一个 结 也 不会 折断 。 花叶 长春花 、 常春藤 、 铁线莲 、 牵牛花 、 香豌豆 等 都 是 很 好 的 选择 。 
 家居 	 看布艺 柔和 水泥 空间 ( 组图 ) 房子 的 主人 是 英国人 ， 跨越 两个 国家 的 背景 让 这个 家有 一个 双重 面貌 。 在 设计师 的 精心设计 、 主人 的 精心 布置 下 ， 清水 水泥 、 红砖墙 、 明清 家具 、 传统 布艺 ， 共同 将 这个 家 交织成 了 一段 第二 故乡 里 的 温暖 安静 的 时光 。 红砖墙 ， 立面 重塑 这个 家 的 外观 在 小区 里 非常 醒目 ， 周遭 的 房子 都 是 普通 的 清淡 色系 ， 掩映 在 绿叶 浓荫 里 ， 独独 它 远远 就 会 昭告 自己 的 存在 ， 以 那 抢眼 的 红色 砖墙 和 墙面 上 的 圆形 、 方形 的 窗子 形成 的 几何形 对比 ， 极其 凛冽 刚正 。 这样 的 外立面 当然 不是 房子 的 本来面目 ， 而是 设计师 改造 之后 的 结果 ， 主人 希望 房子 与众不同 ， 不要 太过 流俗 ， 不 希望 是 小区 里 常见 的 不伦不类 的 欧洲 样式 。 针对 主人 的 需要 ， 设计师 做 了 大刀阔斧 的 改造 ， 不过 原 建筑 的 承重 结构 已 定 ， 不能 随便 拆改 。 两相 权衡 折中 后 ， 设计师 给 房子 重新 修砌 了 一组 外墙 ， 用 红砖墙 将 整幢 房子 包裹 起来 ， 采光 的 窗口 均 采用 几何 形体 ； 同时 内部结构 也 做 了 部分 拆改 。 这样 处理 过后 ， 房子 一改 原本 土洋结合 的 样式 ， 清水墙 与 几何形 窗子 形成 的 视觉 对比 营造 出 了 凌厉 简洁 的 感受 。 红砖 是 中国 最 乡土 的 建筑材料 ， 普通 到 已经 在生活中 匿迹 ， 但 在 设计师 的 妙用 下 ， 它别 有 一种 素酷 的 味道 。 房子 的 主人 是 英国人 ， 跨越 两个 国家 的 背景 让 这个 家有 一个 双重 面貌 。 在 设计师 的 精心设计 、 主人 的 精心 布置 下 ， 清水 水泥 、 红砖墙 、 明清 家具 、 传统 布艺 ， 共同 将 这个 家 交织成 了 一段 第二 故乡 里 的 温暖 安静 的 时光 。 红砖墙 ， 立面 重塑 这个 家 的 外观 在 小区 里 非常 醒目 ， 周遭 的 房子 都 是 普通 的 清淡 色系 ， 掩映 在 绿叶 浓荫 里 ， 独独 它 远远 就 会 昭告 自己 的 存在 ， 以 那 抢眼 的 红色 砖墙 和 墙面 上 的 圆形 、 方形 的 窗子 形成 的 几何形 对比 ， 极其 凛冽 刚正 。 这样 的 外立面 当然 不是 房子 的 本来面目 ， 而是 设计师 改造 之后 的 结果 ， 主人 希望 房子 与众不同 ， 不要 太过 流俗 ， 不 希望 是 小区 里 常见 的 不伦不类 的 欧洲 样式 。 针对 主人 的 需要 ， 设计师 做 了 大刀阔斧 的 改造 ， 不过 原 建筑 的 承重 结构 已 定 ， 不能 随便 拆改 。 两相 权衡 折中 后 ， 设计师 给 房子 重新 修砌 了 一组 外墙 ， 用 红砖墙 将 整幢 房子 包裹 起来 ， 采光 的 窗口 均 采用 几何 形体 ； 同时 内部结构 也 做 了 部分 拆改 。 这样 处理 过后 ， 房子 一改 原本 土洋结合 的 样式 ， 清水墙 与 几何形 窗子 形成 的 视觉 对比 营造 出 了 凌厉 简洁 的 感受 。 红砖 是 中国 最 乡土 的 建筑材料 ， 普通 到 已经 在生活中 匿迹 ， 但 在 设计师 的 妙用 下 ， 它别 有 一种 素酷 的 味道 。 
 家居 	 看看 这个 有趣 的 新 想法 ( 图 ) 看看 这个 有趣 的 新 想法 吧 ， 悬在空中 的 木板床 ， 四周 用 绳子 悬挂 住 ， 在 旁边 在 用 壁纸 和 织物 来 营造 这样 一个 树林 的 感觉 ， 非常 好 的 视觉效果 吧 ， 但 这 浮床 我 并 不 建议 那些 睡觉 好动 的 人来 睡 ， 因为 可能 会 有点 小 意外 哦 ~ 
 家居 	 磅礴 气势 和 极为 考究 的 做工 ( 图 ) 经典 奢华 欧式 家居 ， 以 外观 吸引 人 的 奢华 家具 一般 都 有 炫目 的 造型 ， 让 人 一眼 望去 便 可知 其 珍贵 ： 无论是 极富 欧式 风格 的 大型 沙发 ， 还是 中式 传统 雕 梁画柱 的 酸枝木 、 红木家具 ， 都 是 各 有 各 的 磅礴 气势 和 极为 考究 的 做工 。   
 家居 	 私享   空间 的 距离 欢愉 ( 图 ) 私享   空间 的 距离 欢愉 双 卧室   分房 而眠 的 亲密关系 当今 女性 在 社会 中 工作 压力 不断 ， 她们 需要 一个 自己 的 空间 来 放松 身心 ， 舒缓 夫妻关系 。 分房 睡 成为 流行 的 趋势 。 分房 睡 还 可以 营造 夫妻间 神秘 的 新鲜感 ， 是 维护 婚姻 常新 的 秘诀 。 分床 而居为 婚姻生活 增添 点 浪漫气息 ， 起到 “ 小 别胜新 婚 ” 的 作用 。 恋爱 时 的 甜蜜 感觉 油然而生 ， 也 为 下 一次 亲密 接触 埋 下 些许 期待 ， 只要 创造 一点 气氛 ， 当 爱情 火花 再次 燃亮 时 ， 私密 的 生活 自然 会 如鱼得水 。 如何 私享 ： 工作 有 “ 时差 ”   年轻夫妻 分房 睡 王女士 她 和 丈夫 分房 睡 已经 有 一年 多 ， 被 朋友 封为 讲 情调 的 时尚 夫妻 。 分房 的 原因 是 他们 有 工作 上 的 “ 时差 ” 。 陈女士 是 机关 职员 ， 早上 六点 多得 起床 ， 晚上 十点 左右 一定 要 上床睡觉 ； 而 丈夫 是 个 平面 设计师 ， 经常 要 工作 到 凌晨 两三点 。 两人 商量 后 决定 分房 ， 一个 人 一个 卧室 ， 周末 才 “ 相聚 ” 。   理智 地 选择 分房 睡 或者 干脆 做 周末 夫妻 ， 这成 了 时尚生活 的 一种 。 
 家居 	 种花草 应视 阳台 朝向 ( 图 ) 种花草 应视 阳台 朝向   由于 阳台 朝向 不同 ， 日照时间 的 长短 也 有 很大 差异 。 南向 阳台 能 充分 享受 阳光 的 照耀 ， 北向 阳台 夏季 基本上 没有 阳光 ， 东 向 、 西 向 阳台 则 各 只得 半天 日照 。 所以 ， 要 根据 朝向 来 选择 相 适宜 的 植物 品种 。   面朝 西 的 阳台 ， 夏天 受 阳光 照射 时间 比较 长 ， 温度 较 高 ， 如果 能种 牵牛花 、 金银花 、 爬墙虎 和 紫藤 等 藤本植物 ， 攀附 在 用 竹木 搭成 的 棚架 上 ， 引附 在 墙面 上 ， 就 能开成 一道 绿色 的 垂帘 ， 既 可 遮挡 阳光 ， 又 可以 使房 内 光线 柔和 ， 还 可以 使人 观赏 美丽 的 花朵 。 如果 阳台 朝南 ， 光照 时间 长 ， 可以 养些 喜欢 阳光 的 花草 ， 如 米兰 、 茉莉 、 扶桑 、 月季 等 ， 夏秋 季节 ， 鲜花 怒放 ， 满台 生香 。 如果 阳台 朝 东 ， 最好 种些 蔓生植物 ， 像 凌霄 、 茑 蔓 等 ， 也 可种 点 丝瓜 、 眉豆 、 小 葫芦 等 农家 植物 ， 这样 既能 挡 阳光 ， 又 能 收点 果实 。 如果 阳台 朝 北 ， 可以 种些 耐阴 或 半耐 阴性 植物 ， 比如 文竹 、 万年青 、 仙客来 、 兰花 、 四季海棠 、 吉祥 草 、 韭兰 等 花卉 ， 这此 植物 清幽 雅致 、 情趣 盎然 。   俗话说 ， “ 好马配 好 鞍 ” ， 美化 阳台 环境 ， 光有 漂亮 的 花草 还 不行 ， 种植 花草 的 盆 也 要 讲究 。 尽量 不要 用烂 铁桶 、 烂 面盆 、 烂瓦 钵 栽种 花草 ， 白胎 瓦盆 或 彩釉 花盆 会 使 人 产生 一种 清洁 整齐 的 美感 。   
 家居 	 科幻 前卫 够 气势 ( 图 ) 科幻 前卫 够 气势   要数 至前 代表作 ， 必定 是 挂 墙 的 银色 大 射灯 ， 抢眼 夺目 ， 是 “ 太空时代 ” 的 新 演绎 。 与 这 味道 相若 的 ， 还有 一系列 银 、 白色 家品 ， 如 铁线 球 吊灯 、 银框 镜子 ， 及 玻璃 挂屏 等 ， 前卫 得来 又 有 气势 。   墙上 的 镬 形 挂灯 有加 银箔 ， 骤 眼看 犹如 月球 ， 调校 射灯 角度 ， 可 有 不同 的 灯光效果 。 多功能 梳化 ， 可拉出 作 Day   Bed 之用 ， 椅背 后 更 备有 空间 摆放 书本 或 茶杯 。 
 家居 	 空间 中 大量 的 过渡性 色彩 ( 图 ) 空间 中 运用 了 大量 的 过渡性 色彩 ， 使 各 部分 空间 的 颜色 有机 的 联系 在 一起 ， 过渡 非常 自然 ， 除去 了 空间 中 单一 色彩 的 枯燥 ， 反而 给 空间 带来 一些 活泼 的 氛围 ， 偶然间 也 会 给 生活 于 空间 中 的 人们 带 了 一丝 的 新 喜 。 
 家居 	 空间 决定 色彩 ( 图 ) 空间 决定 色彩 起居室 是 家庭 生活 的 主 空间 ， 人 在 其中 逗留 的 时间 相对 较长 ， 所以 要 选择 明快 活泼 的 色彩 。 卧室 是 家庭 中 私密性 要求 最高 的 场所 ， 其 色调 选择 要 以 安静 为 前提 ， 最好 偏暖些 。 书房 是 纯粹 的 静态 空间 ， 因此 选用 灰色 、 褐 灰色 、 褐 绿色 、 浅蓝色 、 浅绿色 等 庄重 的 色彩 较 好 ; 厨房 、 卫生间 最 重要 的 是 清洁卫生 ， 素雅 的 色调 最好 ， 白色 、 浅绿色 、 浅蓝色 等 都 是 不错 的 选择 。 在 一定 的 程度 上 ， 颜色 能 改变 人们 对 房间 空间 的 感觉 。 例如 冷色 可使 较 低 的 天花板 “ 变高 ” ， 使 狭窄 的 房间 “ 变宽 ” 。 如果 在 房间 最远 的 墙上 刷 深色 漆 ， 会 使 那 堵墙 产生 前移 的 效果 。 
 家居 	 窗帘 是 耐用品   一般 情况 下能 用 若干年 ( 图 ) 最妙 的 是 ， 窗帘 是 耐用品 ， 一般 情况 下能 用 若干年 ， 但 一个 房间 如果 老挂 一种 窗帘 会 觉得 过于 单调乏味 ， 家中 每个 房间 都 挂 不同 窗帘 的 最大 好处 是 ， 房间 之间 的 窗帘 可以 互换 ， 房间 的 主人 也 会 因 更换 窗帘 而 转换 心情 ， 生活 也 变得 快乐 有趣 了 。 
 家居 	 窗户 不够 时尚 ( 图 ) 3 、 窗户 不够 时尚 窗户 是 采撷 阳光 最 重要 的 元素 ， 这个 房间 有 很多 窗户 ， 所以 要 好好 控制 光线 。 白色 百叶窗 显得 有点 过时 和 太过 死板   ， 不太 适合 这个 舒适 的 空间 。 
 家居 	 窗框 华丽 变 身 ( 图 ) 窗框 华丽 变 身 制作 一个 嵌入式 的 书架 来 作为 窗框 之用 。 当 主人 坐在 窗台上 时 ， 只要 举手之劳 ， 就 可以 取书 阅读 了 。 
 家居 	 童话世界   正在 展示 中 ( 图 ) 童话世界 ， 正在 展示 中 安徒生 说 ： 生活 本身 就是 童话故事 。 东子 从不 隐藏 她 心中 的 童话世界 ， 她 希望 的 结局 是 ： 把 现实 也 变成 童话 。 所以 ， 她 选择 把 童话 展现 给 别人 ！ 当 远远 看到 东子 的 家时 ， 首先 映入眼帘 的 ， 是 那 一只 只 色彩斑斓 、 身着 中式服装 的 卡通 猫 。 这些 卡通 猫 是 东子 和 女儿 REBECCA 眼中 的 世界 ， 它们 带 着 或 亲切 、 或 疑惑 的 眼神 ， 看着 路上 人来人往 。 
 家居 	 童话世界 栩栩如生 地 搬 到 了 人们 的 餐桌上 ( 图 ) 6 .   TABLE   STORIES   COLLECTION . 错综复杂 的 蔓生植物 和 色彩缤纷 的 花卉 图案 似乎 已 成为 大牌 设计师 Tord   Boontje 的 个性 标识 。 小 作品 蛋 容器 也 出手不凡 。 运用 科技 手段 ， 他 将 他 自己 的 童话世界 栩栩如生 地 搬 到 了 人们 的 餐桌上 。 这个 系列 另外 还 出品 盘 、 杯 、 灯 、 玻璃器皿 及 桌布 ， 部分 产品 还有 限量 铂金版 出售 。   
 家居 	 简单 十步 成就 好色之徒 ( 组图 ) 蓝色 ， 是 一种 令人 产生 遐想 的 色彩 ， 黑白 配 的 房间 很 有 现代感 ， 是 一些 时尚 人士 的 首选 ， 粉红色 ， 大量 使用 容易 使人 心情 烦躁 … … 家居 装修 中 ， 什么样 的 颜色 是 你 的 最 爱 ？   图为   简单 十步 成就 好色之徒 1 . 不要 用 蓝色 装饰 餐厅 蓝色 ， 是 一种 令人 产生 遐想 的 色彩 。 传统 的 蓝色 常常 成为 现代 装饰 设计 中 热带 风情 的 体现 。 蓝色 还 具有 调节 神经 、 镇静 安神 的 作用 。 蓝色 清新 淡雅 ， 与 各种 水果 相配 也 很 养眼 ， 但 不宜 用 在 餐厅 或是 厨房 ， 蓝色 的 餐桌 或餐 垫 上 的 食物 ， 总是 不如 暖色 环境 看着 有 食欲 ； 同时 不要 在 餐厅 内 装 白炽灯 或 蓝色 的 情调 灯 ， 科学实验 证明 ， 蓝色 灯光 会 让 食物 看起来 不 诱人 。 但 作为 卫浴间 的 装饰 却 能 强化 神秘感 与 隐私 感 。 
 家居 	 简洁 自然 童趣 体现 ( 图 ) 简洁 自然 童趣 体现 简洁 、 自然 的 线条 符合 青少年 的 思想 ； 专利 几何 图案 启发 儿童 智慧 ， 外观 尺寸 最能 适合 青少年 的 房间 ； 健康 环保 的 材质 让 您 的 孩子 更加 出色 ； 床头 功能设计 ， 体现 设计者 的 童趣 。 
 家居 	 简洁 造型 色调 统 ( 图 ) 简洁 造型 色调 统 — — 适用 大多数 茶几 的 造型 、 色彩 不仅 要 与 周边 家具 相 协调 ， 还要 与 整体 的 居室 环境 一致 。 与 其他 家具 色调 统一 、 款式 相近 的 茶几 给 居室 风格 以 和谐 、 惬意 的 感觉 。 造型 方面 ， 有着 简练 直线 条 的 茶几 仍 是 现代 风格 家居 的 首选 ， 但是 圆形 、 椭圆形 、 不规则 的 线条 同样 有 它 的 优势 。 这些 曲线 在 不经意 间 更 贴合 人体 曲线 ， 且 不易 伤及 好动 的 儿童 。 在 色彩 方面 ， 明快 色彩 是 主角 ， 另外 ， 透明 色 也 以 其 自然 、 简单 、 纯洁 的 特质 大出风头 。 当然 ， 单一 的 白色 、 黑色 、 米色 、 原木色 仍 占据 着 主流 的 审美 。 亲密 接触 角落 空间 居室 中 存在 着 许多 零散 的 角落 空间 ， 利用 好 它 既 可以 为 居室 增色 ， 功能 上 也 能 得到 补充 和 丰富 。 以 客厅 和 阳台 的 夹角 区域 为例 ， 由于 受 建制 的 影响 ， 稍大 稍 高 一点 的 家具 放置 在 这里 会 造成 不透气 的 感觉 ， 而 专门 设计 的 转角 柜 ， 通常 价格不菲 。 不妨 考虑 用 一款 小 茶几 化解 这一 矛盾 。 带 脚轮 的 小 茶几 ， 移动 方便 ， 搭配 茶具 、 灯具 、 盆栽 等 物品 ， 立时 就 能 为 角落 空间 展现 出新 的 形象 。 而套 几 ， 摞 放在 一起 ， 形 如 装置 ， 看起来 也 美观 。 分 置于 居室 的 不同 角落 或者 不同 居室 的 角落 中 ， 又 能 形成 呼应 ， 营造 出 整齐 协调 的 感觉 。 
 家居 	 简约 台灯   彰显 家居时尚 ( 组图 ) 一款 时尚 的 台灯 一定 要 抛开 繁琐 ， 因为 只有 简约 的 风格 才 更 适合 现代 年轻人 ！ 温暖 的 色彩 ， 方便 的 操作 ， 时尚 的 设计 元素 ， 让 这些 小玩意 伴 你 度过 你 的 居家 生活 吧 ！ 
 家居 	 简约 的 风格 塑造 经典 家居 ( 图 ) 一款 时尚 的 台灯 一定 要 抛开 繁琐 ， 因为 只有 简约 的 风格 才 更 适合 现代 年轻人 ！ 温暖 的 色彩 ， 方便 的 操作 ， 时尚 的 设计 元素 ， 让 这些 小玩意 伴 你 度过 你 的 居家 生活 吧 ！ 
 家居 	 简练 的 色彩 和 冷静 的 基调 为主 ( 图 ) 东欧 家居 在 进来 的 几年 备受 城市 时尚 人士 的 推崇 。 它 的 风格 多以 简练 的 色彩 和 冷静 的 基调 为主 ， 在 强调 理性 冷静 的 同时 又 加入 少许 的 出奇 的 创意 加以 配置 ， 用 一部 电影 来 形容 它 的 风格 最 适宜 不过 — — 《 这个 杀手 不 太冷 》 。 那么 东欧 风格 的 书房 设计 又 是 怎样 的 呢 ， 从 下面 的 一组 图片 ， 让 你 充分 感受 书房 的 东欧 风格 的 理性 与 创意 的 完美 结合 。 
 家居 	 米黄色 的 花艺 壁纸 满铺 整个 墙面 在 客厅 里 ， 米黄色 的 花艺 壁纸 满铺 整个 墙面 ， 浅褐色 的 卷 草 图案 唯美 且 精致 ， 像 冬日 里 的 阳光 ， 谦逊 温和 ， 质感 丰盈 。 在 窗帘 的 衬托 下 ， 沙发 背后 的 墙面 似乎 就是 一幅 巨大 的 风景 油画 ， 窗外 的 自然 是 画 中景 ， 就 连 两扇 复古 造型 的 圆 拱 窗 也 成 了 空间 装饰 的 一部分 。 其实 ， 色彩 本身 就是 空间设计 的 一部分 ， 讲究 的 依然 是 虚实 结合 、 明暗 有 致 。 客厅 墙面 的 米黄色 面积 最大 ， 这个 温暖 和谐 的 色彩 最 适合 作为 主色调 。 同时 ， 带 着 褐色 和 红色 小花 的 窗帘 和 红绿 相间 的 靠垫 以 更 鲜亮 的 色彩 和 图案 点出 了 空间 的 田园 混 搭 风格 。 在 客厅 ， 空间 的 功能 以 会客 和 接待 为主 ， 所以 ， 在 色彩 的 搭配 上 ， 宜 轻松 平稳 ， 而 不宜 过多 使用 对比色 。 于是 ， 沙发 整体 是 白色 的 ， 茶几 和 边 几 等 家具 虽然 拥有 复杂 的 雕刻 ， 但 其 色彩 却是 简单 的 深褐色 ， 在 花纹 图案 墙纸 和 窗帘 的 背景 中 ， 需要 有 一些 简单 的 色彩 调和 。 同样 的 ， 地毯 的 浅 灰色 中 和 了 深色 家具 与 浅色 软饰 之间 的 冲突 。 
 家居 	 粉红色 会 带给 人 烦躁 的 情绪 ( 图 ) 4 . 粉红色 会 带给 人 烦躁 的 情绪   粉红色 ， 大量 使用 容易 使人 心情 烦躁 。 有 的 新婚夫妇 为了 调节 新居 气氛 ， 喜欢 用 粉红色 制造 浪漫 。 但是 ， 浓重 的 粉红色 会 让 人 精神 一直 处于 亢奋 状态 ， 过 一段时间 后 ， 居住 其中 的 人 心情 会 产生 莫名其妙 的 心火 ， 容易 拌嘴 ， 引起 烦躁 情绪 。 建议 粉红色 作为 居 室内装饰 物 的 点缀 出现 ， 或 将 颜色 的 浓度 稀释 ， 淡淡的 粉红色 墙壁 或 壁纸 能 让 房间 转为 温馨 。 
 家居 	 紫色 会 给 空间 压抑感 ( 图 ) 3 . 紫色 会 给 空间 压抑感 紫色 ， 给 人 的 感觉 似乎 是 沉静 的 、 脆弱 纤细 的 ， 总给 人 无限 浪漫 的 联想 ， 追求 时尚 的 人 最 推崇 紫色 。 但 大面积 的 紫色 会 使 空间 整体 色调 变深 ， 从而 产生 压抑感 。 建议 不要 放在 需要 欢快 气氛 的 居 室内 或 孩子 的 房间 中 ， 那样 会 使得 身在其中 的 人 有 一种 无奈 的 感觉 。 如果 真的 很 喜欢 ， 可以 在 居室 的 局部 作为 装饰 亮点 ， 比如 卧房 的 一角 、 卫浴间 的 帷帘 等 小 地方 。 
